,url,category,volume,purpose,description,suitable_for,how_to_use,ingredients,price
388,https://www.krasanamiru.cz/produkty/vitaminovy-cistici-gel-na-oblicej/,"['BIOEARTH', 'Péče o pleť', 'Vitaminica', 'Vitamínový čistící gel na obličej']",150.0,"['ČISTÍ', 'ODLIČUJE', 'STIMULUJE', 'ZVLHČUJE', 'ZPEVŇUJE']","Čistící energizující vitamínový gel bohatý na BIO šťávu z aloe vera (75%), s 6 různými vitamíny (C H E F B3 B5) a rostlinnými výtažky. Jemně čistí a plně respektuje fyziologickou rovnováhu kůže. Po použití je pleť čistá, vláčná, hydratovaná, rozjasněná, plná energie.Vhodný pro: všechny typy pleti, zejména pro unavenou, ochablou, mdlou, bez energieFUNKČNÍ LÁTKY: • BIO šťáva z Aloe vera (75%): zvlhčuje, hydratuje, vyhlazuje, zklidňuje, hojí, regeneruje, chladí, protizánětlivá, navrací elasticitu. • PŘÍRODNÍ ZDROJE VITAMÍNU C (kyselina askorbová): glycerinový extrakt z grapefruitu*, kiwi a zázvoru*, vodný extrakt ze špenátu.• PŘÍRODNÍ ZDROJE VITAMÍNU H (biotin): glycerinový extrakt z jablek, ovsa* a rýže* a extrakt z houby Reishi.• PŘÍRODNÍ ZDROJE VITAMÍNU E (tokoferol): vodný extrakt ze špenátu, glycerinový extrakt z rýže* a zázvoru*.• PŘÍRODNÍ ZDROJE VITAMÍNU B3 (niacin): vodný extrakt ze špenátu, glycerinový extrakt z kiwi a jablka.• PŘÍRODNÍ ZDROJE VITAMÍNU B5 (kyselina pantotenová): glycerin, extrakt z houby Reishi, glycerinový extrakt z okurky*.",,"Naneste na vlhký obličej, krk a dekolt, jemně masírujte a důkladně opláchněte. Následně použijte pleťovou vodu nebo tonizační mlhu a pokračujte v kosmetické rutině sérum/krém.","ALOE BARBADENSIS LEAF JUICE*, Aqua (WATER), SODIUM COCO-SULFATE, Cocamidopropyl Betaine, ACTINIDIA CHINENSIS (KIWI) FRUIT EXTRACT, Pyrus Malus (Apple) Fruit Extract, Cucumis Sativus (Cucumber) Fruit Extract*, Avena Sativa (Oat) Kernel Extract*, Zingiber Officinale (Ginger) Root Extract*, THYMUS VULGARIS (THYME) FLOWER/LEAF EXTRACT*, CENTAUREA CYANUS FLOWER EXTRACT, MALTODEXTRIN, BIOTIN, Niacinamide, Panthenol, 3-O-ETHYL ASCORBIC ACID, ORYZA SATIVA (RICE) EXTRACT*, SPINACIA OLERACEA LEAF EXTRACT, GANODERMA LUCIDUM (MUSHROOM) SPORE EXTRACT, Citrus grandis (Grapefruit) seed extract*, Linseed Acid, Sodium Chloride, Decyl Glucoside, Glycerin, Xanthan gum, TETRASODIUM GLUTAMATE DIACETATE, TOCOPHERYL ACETATE, PARFUM (FRAGRANCE), EthylhexylGlycerin, Benzyl alcohol, Sodium Benzoate, Potassium Sorbate, Lactic acid, SODIUM HYDROXIDE, Citric Acid * z ekologického zemědělství",369.0
389,https://www.krasanamiru.cz/produkty/vodeodolny-opalovaci-krem-na-oblicej-spf-50/,"['BIOEARTH', 'Sluneční péče', 'na opalování', 'Voděodolný opalovací krém na obličej SPF 50+']",50.0,,"OCHRANA PŘED UVA/UVB – VODĚODOLNÝ – HYDRATACE – ANTI-AGE – PROTI PIGMENTOVÝM SKVRNÁMNovinka: Opalovací krém na obličej SPF 50+ poskytuje vysokou ochranu před UVA/UVB zářením, zabraňuje předčasnému stárnutí a tvorbě pigmentových skvrn. Díky pečujícímu přírodnímu složení pokožku hydratuje, zjemňuje s anti-agingovým účinkem. Obsahuje 100% přírodní antioxidační botanický komplex plný vitamínů, rostlin, hub, včetně kys. Hyaluronové, jenž působí proti dehydrataci a oxidačnímu stresu a povyšují tento sluneční krém na skutečnou kosmetickou péči. Po nanesení je pleť vláčná, jemná a rozjasněná, v závoji jemné unisex vůně.Benefity: krém se snadno roztírá, rychle vstřebává, nezanechává bílé šmouhy, jemná unisex vůně, vhodný i jako podklad pod make-upAktivní látky: Kys. hyaluronová získaná přírodní ferementací. Houba Reishi, zelený čaj, vitamín E, Q10, aloe vera, Chlorella, granátové jablko, amla.Vhodný pro: všechny typy pleti, VEGANBezpečnost na prvním místě:Testováno na správný poměr UVA/UVB dle norem Evropské komise EC 647/20267Dermatologicky testováno na citlivé pokožceZkoušky účinnosti pro odolnost vůči vodě pro všechny ochranné prvky s velmi vysokým ochranným faktorem SPF50+ včetně sprejů. Další záruka ochrany pro celou rodinu: matky s dětmi, sportovciTestováno na nikl (<1 ppm)Produkty neobsahují: PEG /PPG, Propylene glycol, parabeny, silikony, minerální oleje, parafín, akryláty, nano filtry, benzofenony, avobenzone, homosalate a problematické chemické filtry (jako jsou benzophenone-3, Para-Aminobenzoic Acid (PABA), Ethylhexyl Methoxycinnamate, Octyl Methoxycinnamate, Octocrylene,…)Certifikát Hawaii Protocol sunscreens – složení respektující mořské prostředí /vodní ekosystém",,"dostatečné množství krému rozetřete na tvář a krk, před pobytem na slunci a dle potřeby, např. po koupání, po sportu (pot) aplikaci znovu zopakujte, abyste zachovali ochranu. POZOR: aplikace minimálního množství výrazně snižuje úroveň sluneční ochrany. TIP: Na noc použijte speciální Noční krém po opalování.","Aqua [WATER], Isoamyl Cocoate, Diethylamino hydroxybenzoyl hexyl benzoate, BIS ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, Glycerin, Ethylhexyl triazone, Titanium Dioxide, Cetearyl Alcohol, Sodium Cetearyl Sulfate, Caprylic/capric triglyceride, PARFUM [FRAGRANCE], Cetyl Alcohol, DIISOSTEAROYL Polyglyceryl-3 DIMER DILINOLEATE, ALOE BARBADENSIS LEAF JUICE*, GANODERMA LUCIDUM SPORE EXTRACT, ACTINIDIA CHINENSIS (KIWI) FRUIT EXTRACT, CHLORELLA PYRENOIDOSA EXTRACT, Camellia sinensis leaf extract, VITIS VINIFERA (GRAPE) LEAF EXTRACT*, PUNICA GRANATUM FRUIT EXTRACT*, PHYLLANTHUS EMBLICA FRUIT EXTRACT, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL*, Glyceryl stearate, TOCOPHERYL ACETATE, SILICA, Sodium Hyaluronate, Xanthan gum, SODIUM STEARATE, Lactic acid, JOJOBA ESTERS, VANILLIN, MALTODEXTRIN, Citric Acid, EthylhexylGlycerin, UBIQUINONE, Benzyl alcohol, Sodium Benzoate, Potassium Sorbate.
* suroviny z organického zemědělství",650.0
390,https://www.krasanamiru.cz/produkty/vodeodolny-opalovaci-krem-na-telo-spf50-2/,"['BIOEARTH', 'Sluneční péče', 'na opalování', 'Voděodolný opalovací krém na tělo SPF50+']",150.0,,"OCHRANA PŘED UVA/UVB – VODĚODOLNÝ – HYDRATACE – VÝŽIVA – ANTI-AGENovinka: Voděodolný opalovací krém na tělo SPF 50+ poskytuje vysokou ochranu před UVA/UVB zářením. Pro celou rodinu, včetně dětí, aktivní sportovce a milovníky vodních sportů. Díky pečujícímu přírodnímu složení pokožku hydratuje, zjemňuje s anti-agingovým účinkem. Obsahuje 100% přírodní antioxidační botanický komplex plný vitamínů, rostlin, hub, včetně slunečnicového oleje. Působí proti dehydrataci a oxidačnímu stresu a povyšují tento sluneční krém na skutečnou kosmetickou péči.Benefity: krém se snadno roztírá, rychle vstřebává, nezanechává bílé šmouhy, jemná unisex vůně, skvělá výdrž a voděodolnostAktivní látky: Houba Reishi, zelený čaj, vitamín E, Q10, aloe vera, Chlorella, granátové jablko, amla, slunečnicový olej.Vhodný pro: Všechny typy pleti včetně citlivé pokožky dětí, velmi světlá až světlá pleť, špatně tolerující slunce, často se spálí. Pro aktivní sportovce, milovníky vodních sportů.Bezpečnost na prvním místě:Testováno na správný poměr UVA/UVB dle norem Evropské komise EC 647/20267Dermatologicky testováno na citlivé pokožceZkoušky účinnosti pro odolnost vůči vodě pro všechny ochranné prvky s velmi vysokým ochranným faktorem SPF50+ včetně sprejů. Další záruka ochrany pro celou rodinu: matky s dětmi, sportovciTestováno na nikl (<1 ppm)

Produkty neobsahují: PEG /PPG, Propylene glycol, parabeny, silikony, minerální oleje, parafín, akryláty, nano filtry, benzofenony, avobenzone, homosalate a problematické chemické filtry (jako jsou benzophenone-3, Para-Aminobenzoic Acid (PABA), Ethylhexyl Methoxycinnamate, Octyl Methoxycinnamate, Octocrylene,…) Certifikát Hawaii Protocol sunscreens – složení respektující mořské prostředí / vodní ekosystém",,"Krém naneste rovnoměrně na pokožku celého těla před pobytem na slunci a v průběhu dne několikrát zopakujte. Vždy po koupeli (moře, bazén), fyzické námaze nebo sportu znovu zopakujte, aby byla ochrana zachována. Použitím nedostatečného množství produktu výrazně snižujete ochranu před sluncem. TIP: pro důkladnou každodenní očistu těla a odstranění zbytků SPF krémů, soli, chlóru použijte Spchový gel po opalování spolu s Tělovým mlékem po opalování.","Aqua [WATER], Isoamyl Cocoate, Diethylamino hydroxybenzoyl hexyl benzoate, BIS ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, Glycerin, Ethylhexyl triazone, Titanium Dioxide, Cetearyl Alcohol, Sodium Cetearyl Sulfate, Caprylic/capric triglyceride, PARFUM [FRAGRANCE], Cetyl Alcohol, DIISOSTEAROYL Polyglyceryl-3 DIMER DILINOLEATE, ALOE BARBADENSIS LEAF JUICE*, ACTINIDIA CHINENSIS (KIWI) FRUIT EXTRACT, GANODERMA LUCIDUM SPORE EXTRACT, CHLORELLA PYRENOIDOSA EXTRACT, Camellia sinensis leaf extract, VITIS VINIFERA (GRAPE) LEAF EXTRACT*, PUNICA GRANATUM FRUIT EXTRACT*, PHYLLANTHUS EMBLICA FRUIT EXTRACT, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL*, Glyceryl stearate, TOCOPHERYL ACETATE, SILICA, Xanthan gum, SODIUM STEARATE, Lactic acid, JOJOBA ESTERS, VANILLIN, MALTODEXTRIN, Citric Acid, UBIQUINONE, EthylhexylGlycerin, Benzyl alcohol, Sodium Benzoate, Potassium Sorbate.   * suroviny z ekologického zemědělství",650.0
391,https://www.krasanamiru.cz/produkty/vyplachovaci-ocni-roztok/,"['BEAUTIFUL BROWS', 'LIFTING ŘAS', 'Vyplachovací oční roztok']",,,"Oční roztok slouží k výplachu očí. Při pocitu štípání v očích stačí kápnout přiměřené množství do očí a jemně setřít.  Jednorázový oční roztok není uzaviratelný, po otevření spotřebujte do 24hodin.",,,,78.0
392,https://www.krasanamiru.cz/produkty/vyzivna-anti-age-maska-s-vitaminem-e-a-q10/,"['BIOEARTH', 'Péče o pleť', 'Vitaminica', 'Výživná anti-age maska s vitamínem E a Q10']",15.0,"['HYDRATUJE', 'VYŽIVUJE', 'REGENERUJE', 'ZJEMŇUJE', 'ZPEVŇUJE', 'ANTI-AGE']","NOVINKA: Vitaminizujte svou pleť za pouhých 15minut! Plátýnková maska vyrobená z čisté celulózy napuštěná koncentrovaným veganským sérem. Pokožku hloubkově hydratuje, zklidňuje, vyživuje, zlepšuje pružnost a elasticitu, zpevňuje, s anti-age účinkem. Obsahuje: kys. hyaluronovou, vitamín E 2%, BIO rostlinné oleje mandlový, šípkový, hroznový a bambucké máslo, Chlorellu, Q10, extrakt ze zeleného čaje a vinné révy, houbu Reishi.Dermatologicky testováno na citlivé pleti a na Nikl.","všechny typy pleti, zejména pro suchou, zralou, ochablou pleť, vrásky","Masku přiložte na suchý a důkladně vyčištěný obličej a nechte působit 15-20 minut, poté sejměte a zbylou tekutinu vmasírujte, dokud se zcela nevstřebá. Na závěr naneste krém. Doporučujeme kombinovat s dalšími přípravky z řady Vitaminica.","Aqua (WATER), Propanediol, TOCOPHERYL ACETATE, Glyceryl Oleate, Coco-Glucoside, Xanthan gum, UBIQUINONE, Vitis vinifera (GRAPE) SEED OIL, PRUNUS AMYGDALUS (SWEET ALMOND) DULCIS OIL*, Glycerin, Rosa Moschata (Rose Hip) Seed Oil*, Sodium Hyaluronate, CHLORELLA PYRENOIDOSA EXTRACT, Camellia Sinensis (GREEN TEA) LEAF EXTRACT*, VITIS VINIFERA (GRAPE) LEAF EXTRACT*, SPINACIA OLERACEA (SPINACH) LEAF EXTRACT, GANODERMA LUCIDUM SPORE EXTRACT, BUTYROSPERMUM PARKII (SHEA) BUTTER*, Jania Rubens Extract, TETRASODIUM GLUTAMATE DIACETATE, EthylhexylGlycerin, PARFUM (FRAGRANCE), MALTODEXTRIN, Benzyl alcohol, Lactic acid, Citric Acid, Sodium Benzoate, Potassium Sorbate  * z ekologického zemědělství",149.0
393,https://www.krasanamiru.cz/produkty/vyzivna-maska-na-roztrepene-a-suche-vlasy-2/,"['BIOEARTH', 'Masky a séra na vlasy', 'Výživná maska na roztřepené a suché vlasy']",150.0,"['VYŽIVUJE', 'UHLAZUJE', 'REGENERUJE', 'CHRÁNÍ']","Tato maska je nadstandardní super efektivní koncentrovanou péčí, která suchým a roztřepeným vlasům poskytne dokonalou výživu. Obsahuje Arganový olej a výtažky z ovsa, které dodávají vlasům přirozený lesk, vyživují, chrání a posilují křehké, roztřepené konečky. Vlasům dodávají potřebnou hydrataci a zachovávají jejich přirozenou ochrannou bariéru.  Esenciální oleje z citronu a eukalyptu dodají vlasům krásnou svěží vůni, podpoří jejich růst a udržují je pružné a lesklé.NEOBSAHUJE: sulfáty (SLS / SLES), silikony, parabeny, minerální oleje, PEG, PPG, Cetrimonium Chloride, Polyquaternium, umělé parfemaceVHODNÁ PRO: suché a namáhané vlasy a roztřepené konečkyPOUŽITÍ: naneste na suché vlasy po celé jejich délce, nechte působit 10-15 minut, poté důkladně smyjte vodou. Následně použijte příslušný šampon a kondicionér. V závislosti na potřebách vlasů aplikujte masku 1 až 2x týdně.",,,"INGREDIENTS: Aqua (Water), Cetearyl Alcohol, Dicaprylyl carbonate, Distearoylethyl Dimonium Chloride, Hydrolyzed wheat protein, Argania spinosa kernel oil*, Avena Sativa (Oat) Kernel Extract*, Triticum Vulgare (Wheat) Germ Oil, Glycerin, Eucalyptus Globulus Leaf Oil*, CITRUS LIMON (LEMON) PEEL OIL*, Citral, Limonene, Glyceryl Undecylenate, Glyceryl Caprylate, Benzyl alcohol, Erythritol, EthylhexylGlycerin, Sodium Benzoate, Potassium Sorbate*Suroviny z ekologického zemědělství",322.0
394,https://www.krasanamiru.cz/produkty/vyzivny-kondicioner-pro-roztrepene-a-suche-vlasy-2/,"['BIOEARTH', 'Kondicionéry', 'Výživný kondicionér pro roztřepené a suché vlasy']",150.0,"['POSILUJE', 'VYŽIVUJE VLASY I POKOŽKU HLAVY', 'HYDRATUJE', 'DODÁVÁ LESK']","Tento výživný kondicionér je účinnou regenerační péčí pro suché, dehydratované a roztřepené vlasy. Obsahuje cenný arganový olej, který vlasům dodává pevnost, sílu a hydrataci. Skvěle zklidňuje a regeneruje podrážděnou či spálenou pokožku hlavy od sluníčka. Naklíčená pšenice vlasy vyživuje, hydratuje, obsahuje vitamín E a zanechává je měkké a silné.NEOBSAHUJE: sulfáty (SLS / SLES), silikony, parabeny, minerální oleje, PEG, PPG, Cetrimonium Chloride, Polyquaternium, umělé parfemace.POUŽITÍ: aplikujte na mokré vlasy omyté šamponem, naneste po celé jejich délce, zejména na jejich konečky a jemně vmasírujte. Nechte působit 1-2 minuty a poté opláchněte.","dehydratované, suché vlasy a vlasy s roztřepenými konečky.",,"Aqua (Water), Cetearyl Alcohol, Dicaprylyl carbonate, Distearoylethyl Dimonium Chloride, Hydrolyzed wheat protein, Eucalyptus Globulus Leaf Oil*, Glycerin, CITRUS LIMON (LEMON) PEEL OIL*, Avena Sativa (Oat) Kernel Extract*, Triticum Vulgare (Wheat) Germ Oil, Argania spinosa kernel oil*, Limonene, Glyceryl Undecylenate, Benzyl alcohol, Glyceryl Caprylate, Erythritol, EthylhexylGlycerin, Citral, Sodium Benzate, Potassium Sorbate*Suroviny z ekologického zemědělství.",339.0
395,https://www.krasanamiru.cz/produkty/vyzivny-olej-na-rasy/,"['BIOEARTH', 'Hydratační oleje', 'Výživný olej na řasy a obočí']",8.0,"['POSILUJE', 'STIMULUJE RŮST', 'REGENERUJE', 'VYŽIVUJE']","Speciální olejové sérum řasy a obočí posiluje, regeneruje, stimuluje růst, zlepšuje pružnost, zabraňuje vypadávání a dodává přirozený lesk. Obsahuje vysoce kvalitní, čisté oleje – ricinový olej, BIO slunečnicový olej, BIO mandlový olej, BIO arganový olej, BIO jojobový olej, vitamin E.Vhodný i pro citlivé oči, na řasy a obočí.",,sérum naneste každý večer (před spaním) na dokonale čisté řasy a obočí. Postup je stejný jako u nanášení běžné řasenky.,"RICINUS COMMUNIS SEED OIL, *Helianthus Annuus Seed Oil, TOCOPHERYL ACETATE, *PRUNUS AMYGDALUS DULCIS OIL, *Argania spinosa kernel oil, *Simmondsia chinensis seed oil.
*z ekologického zemědělství",420.0
396,https://www.krasanamiru.cz/produkty/vyzivny-olej-na-vlasy-pro-snadne-rozcesavani-2/,"['BIOEARTH', 'Masky a séra na vlasy', 'Výživný olej na vlasy pro snadné rozčesávání']",50.0,"['VYŽIVUJE', 'HYDRATUJE', 'POSILUJE', 'CHRÁNÍ']","Tento delikátní olej vlasy vyživuje, zjemňuje, dodává lesk, usnadňuje rozčesávání a zabraňuje jejich lámání.  Obsahuje cenné oleje arganový a kokosový, které vlasy vyživují, chrání a hydratují. Vlasy jsou zářivé, hebké a měkké na dotek.NEOBAHUJE: sulfáty (SLS / SLES), silikony, parabeny, minerální oleje, PEG, PPG, Cetrimonium Chloride, Polyquaternium, umělé parfemace.POUŽITÍ: malé množství oleje naneste po celé délce vlasů zejména do konečků. Je možné použít na mokré i suché vlasy.",všechny typy vlasů,,"Coco-Caprylate, Caprylic/ Capric Triglyceride, Undecane, Cocos nucifera (Coconut) oil*, Argania spinosa kernel oil*, Tridecane
*Suroviny z organického zemědělství",322.0
397,https://www.krasanamiru.cz/produkty/vzorek-2slozkovy-make-up-total-revive/,"['KRIPA', 'Vzorky líčení', 'Vzorek: 2složkový Make-up Total Revive']",,,,,,,
398,https://www.krasanamiru.cz/produkty/vzorek-2slozkovy-make-up-total-revive/vzorek-2slozkovy-make-up-total-revive-honey-beige/,"['KRIPA', 'Vzorky líčení', 'Vzorek: 2složkový Make-up Total Revive', 'Vzorek: 2složkový Make-up Total Revive Honey beige']",,"['VYROVNÁVÁ STRUKTURU PLETI', 'HYDRATUJE', 'VYŽIVUJE', 'VYHLAZUJE', 'ROZJASŇUJE']","Nejste si jisti výběrem správného odstínu? Rádi byste otestovali více barevných možností? Právě pro Vás jsou zde vzorky Dvousložkového make-upu Total Revive. Zcela NOVÝ dlouhotrvající DVOUSLOŽKOVÝ MAKE-UP s efektem “druhé kůže”, nástupce oblíbeného make-upu Expert Touch. Lehká a komfortní krémová textura, skvělé krytí, celodenní výdrž, pečující účinek na pleť nadchne i toho nejnáročnějšího uživatele. Přírodní receptura bohatá na botanické extrakty, oleje a aktivní látky hýčká pleť. Vyrovnává její strukturu, zjemňuje, regeneruje, vyhlazuje, vyživuje, nezvýrazňuje vrásky, nezanáší póry a dodává přirozený, zářivý vzhled. Pleť je vláčná a sametově hebká na dotek, v závoji jemné pudrové vůně. Obsahuje: vodu z mladého ječmene, výtažek z borůvkových listů, kys. hyaluronovou, ricinový olej, křemík, chlorellu…Vhodný pro: všechny typy pleti (normální, smíšená, mastná, suchá, citlivá, vrásky, žilky, akné, pigmentové skvrny)Krytí: střední až vysoké, nástupce oblíbeného make-upu Expert TouchOdstíny:• Porcelain 10 – pro velmi světlou, narůžovělou, průsvitnou pleť, studený podtón • Light Beige 20 – nejprodávanější odstín, pro středně světlou pleť, s teplým podtónem • Medium Beige 30 – pro středně tmavou pleť, snědé typy, lehké opálení • Honey Beige 40 – pro tmavou pleťČisté a bezpečné certifikovatelné složení (KRIPA je v procesu získání BIO certifikace ECOCERT). Make-up neobsahuje SILIKONY, PARABENY, PHENOXYETHANOL, MINERÁLNÍ OLEJE, PARAFÍN, TEA, ETHOXYLÁTY, NANOMATERIÁLY, CHEMICKÉ SLUNEČNÍ FILTRY.",,"Před každým použítím make-up důkladně protřepejte – vzorek protřepejte a promněte!  Pleť ošetřete denním krémem, štětcem, prsty nebo houbičkou začněte nanášet make-up. Roztírejte od středu obličeje směrem ven, pohybem zdola nahoru pro dosažení liftingového efektu. Pro dlouhotrvající efekt krásné sametové pleti zafixujte celé líčení kompaktním pudrem.","INGREDIENTS: HORDEUM VULGARE STEM WATER (HORDEUM VULGARE (BARLEY) STEM WATER*), HEPTYLUNDECYLENATE, Butylene Glycol, Titanium Dioxide, Caprylic/capric triglyceride,  POLYGLYCERYL-6 POLYHYDROXYSTEARATE, POLYGLYCERYL-6 POLYRICINOLEATE, HYDROGENATED CASTOR OIL, Polyglyceryl-3 DIISOSTEARATE, Sodium Chloride, HYDRATED SILICA, SILICA, MAGNESIUM STEARATE, Aqua (WATER), Benzyl alcohol, Sodium Stearoyl Glutamate, JOJOBA ESTERS, POLYGlycerin-6, POLYHYDROXYSTEARIC ACID, PARFUM (FRAGRANCE), Xanthan gum, Lecithin, Vaccinium Myrtillus Leaf Extract*, Citric Acid, MALTODEXTRIN, Dehydroacetic Acid, Sodium Benzoate, Potassium Sorbate, TOCOPHEROL, ASCORBYL PALMITATE, HYALURONIC ACID, EPERUA FALCATA BARK EXTRACT, Chlorella Vulgaris extract, Propanediol, Lactic acid. May contain: CI 77891 (), CI 77491 (IRON OXIDES), CI 77492 (IRON OXIDES), CI 77499 (IRON OXIDES) * Organic Ingredients (ingredience z BIO zemědělství)",45.0
399,https://www.krasanamiru.cz/produkty/vzorek-2slozkovy-make-up-total-revive/vzorek-2slozkovy-make-up-total-revive-light-beige/,"['KRIPA', 'Vzorky líčení', 'Vzorek: 2složkový Make-up Total Revive', 'Vzorek: 2složkový Make-up Total Revive Light beige']",,"['VYROVNÁVÁ STRUKTURU PLETI', 'HYDRATUJE', 'VYŽIVUJE', 'VYHLAZUJE', 'ROZJASŇUJE']","Nejste si jisti výběrem správného odstínu? Rádi byste otestovali více barevných možností? Právě pro Vás jsou zde vzorky Dvousložkového make-upu Total Revive. Zcela NOVÝ dlouhotrvající DVOUSLOŽKOVÝ MAKE-UP s efektem “druhé kůže”, nástupce oblíbeného make-upu Expert Touch. Lehká a komfortní krémová textura, skvělé krytí, celodenní výdrž, pečující účinek na pleť nadchne i toho nejnáročnějšího uživatele. Přírodní receptura bohatá na botanické extrakty, oleje a aktivní látky hýčká pleť. Vyrovnává její strukturu, zjemňuje, regeneruje, vyhlazuje, vyživuje, nezvýrazňuje vrásky, nezanáší póry a dodává přirozený, zářivý vzhled. Pleť je vláčná a sametově hebká na dotek, v závoji jemné pudrové vůně. Obsahuje: vodu z mladého ječmene, výtažek z borůvkových listů, kys. hyaluronovou, ricinový olej, křemík, chlorellu…Vhodný pro: všechny typy pleti (normální, smíšená, mastná, suchá, citlivá, vrásky, žilky, akné, pigmentové skvrny)Krytí: střední až vysoké, nástupce oblíbeného make-upu Expert TouchOdstíny:• Porcelain 10 – pro velmi světlou, narůžovělou, průsvitnou pleť, studený podtón • Light Beige 20 – nejprodávanější odstín, pro středně světlou pleť, s teplým podtónem • Medium Beige 30 – pro středně tmavou pleť, snědé typy, lehké opálení • Honey Beige 40 – pro tmavou pleťČisté a bezpečné certifikovatelné složení (KRIPA je v procesu získání BIO certifikace ECOCERT). Make-up neobsahuje SILIKONY, PARABENY, PHENOXYETHANOL, MINERÁLNÍ OLEJE, PARAFÍN, TEA, ETHOXYLÁTY, NANOMATERIÁLY, CHEMICKÉ SLUNEČNÍ FILTRY.",,"Před každým použítím make-up důkladně protřepejte – vzorek protřepejte a promněte!  Pleť ošetřete denním krémem, štětcem, prsty nebo houbičkou začněte nanášet make-up. Roztírejte od středu obličeje směrem ven, pohybem zdola nahoru pro dosažení liftingového efektu. Pro dlouhotrvající efekt krásné sametové pleti zafixujte celé líčení kompaktním pudrem.","INGREDIENTS: HORDEUM VULGARE STEM WATER (HORDEUM VULGARE (BARLEY) STEM WATER*), HEPTYLUNDECYLENATE, Butylene Glycol, Titanium Dioxide, Caprylic/capric triglyceride,  POLYGLYCERYL-6 POLYHYDROXYSTEARATE, POLYGLYCERYL-6 POLYRICINOLEATE, HYDROGENATED CASTOR OIL, Polyglyceryl-3 DIISOSTEARATE, Sodium Chloride, HYDRATED SILICA, SILICA, MAGNESIUM STEARATE, Aqua (WATER), Benzyl alcohol, Sodium Stearoyl Glutamate, JOJOBA ESTERS, POLYGlycerin-6, POLYHYDROXYSTEARIC ACID, PARFUM (FRAGRANCE), Xanthan gum, Lecithin, Vaccinium Myrtillus Leaf Extract*, Citric Acid, MALTODEXTRIN, Dehydroacetic Acid, Sodium Benzoate, Potassium Sorbate, TOCOPHEROL, ASCORBYL PALMITATE, HYALURONIC ACID, EPERUA FALCATA BARK EXTRACT, Chlorella Vulgaris extract, Propanediol, Lactic acid. May contain: CI 77891 (), CI 77491 (IRON OXIDES), CI 77492 (IRON OXIDES), CI 77499 (IRON OXIDES) * Organic Ingredients (ingredience z BIO zemědělství)",45.0
